mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_solver,param_penalty,param_C,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.0,0.0,0.0,0.0,lbfgs,elasticnet,10,"{'solver': 'lbfgs', 'penalty': 'elasticnet', 'C': 10}",,,,,,8
0.0,0.0,0.0,0.0,newton-cg,l1,1.0,"{'solver': 'newton-cg', 'penalty': 'l1', 'C': 1.0}",,,,,,8
0.0,0.0,0.0,0.0,sag,l1,100,"{'solver': 'sag', 'penalty': 'l1', 'C': 100}",,,,,,8
0.007179101308186849,0.00664702887389069,0.0034040609995524087,0.004814069232712331,saga,l2,10,"{'solver': 'saga', 'penalty': 'l2', 'C': 10}",0.8173076923076923,0.8040865384615384,0.8125,0.811298076923077,0.005464015102959082,1
0.0018609364827473958,0.0026317616126162523,0.005571524302164714,0.007879325231212632,sag,l2,10,"{'solver': 'sag', 'penalty': 'l2', 'C': 10}",0.8173076923076923,0.8040865384615384,0.8112980769230769,0.8108974358974358,0.005404942933987199,3
0.00932916005452474,0.006875858417286211,0.0011338392893473308,0.001603490900546467,saga,l1,0.01,"{'solver': 'saga', 'penalty': 'l1', 'C': 0.01}",0.8064903846153846,0.7896634615384616,0.7860576923076923,0.7940705128205128,0.00890469181526155,5
0.0,0.0,0.005452315012613933,0.007710737837169056,liblinear,l2,0.01,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 0.01}",0.8076923076923077,0.7788461538461539,0.7932692307692307,0.7932692307692308,0.011776392994149898,6
0.0003523826599121094,0.000498344336792811,0.004861036936442058,0.006874544362712918,liblinear,l2,100,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 100}",0.8185096153846154,0.8028846153846154,0.8112980769230769,0.8108974358974358,0.006385167247800169,3
0.010296185811360678,0.007284988125751876,0.0011417865753173828,0.0016147300601493722,saga,l2,100,"{'solver': 'saga', 'penalty': 'l2', 'C': 100}",0.8185096153846154,0.8040865384615384,0.8112980769230769,0.811298076923077,0.0058881964970749715,1
0.006495475769042969,0.005511541608636946,0.0011802514394124348,0.0016691275926274329,saga,l2,0.01,"{'solver': 'saga', 'penalty': 'l2', 'C': 0.01}",0.7800480769230769,0.7776442307692307,0.7680288461538461,0.7752403846153846,0.005192901200647306,7
